X1,X2,Y
-0.46616979335801634,-0.08040535201379279,0.5037707863219691
-0.46706403504703226,-0.08244929979937368,0.5169340816828565
-0.47094883660890174,-0.08333648893042583,0.5206362160042488
-0.468428947187029,-0.07879737139763053,0.5288632625282317
-0.4777653633242065,-0.09650183145995318,0.5258467590057434
-0.474665617560986,-0.10550388613265181,0.5220073729894836
-0.4917841649761968,-0.11297270428065928,0.5327026485444915
-0.48218391494486407,-0.10131422283720447,0.5279034421773101
-0.47786701759429834,-0.11968122685340418,0.5240641607736227
-0.48690517343625317,-0.13414330645237987,0.524201307855918
-0.48523319239388407,-0.10230167996791163,0.5163855979662482
-0.4942610261042217,-0.12292084812691578,0.5185794282201097
-0.468723338926842,-0.08143968532151605,0.5015768514555352
-0.4485014802541573,-0.04490793010954182,0.48334016017544806
-0.43149887574639717,-0.014252771696773964,0.4751131136514651
-0.44853247294497023,-0.04948580339835658,0.47168516888209105
-0.44676346163837843,-0.03470382376754663,0.47264498923301274
-0.43192503417709277,-0.0228874448835093,0.4674345508440902
-0.4302505067854782,-0.008419215419725701,0.4594816938721252
-0.4138676194560063,0.02052449768804893,0.45221446769906387
-0.431712579065182,-0.00823923042611332,0.47621008108468194
-0.41366638696675784,0.00350300823359513,0.48690525202711726
-0.41416289169191867,-0.020047128265909302,0.481969003190213
-0.3800328889962184,0.039313295294403985,0.4561908961850462
-0.36255881156849845,0.06850244957276869,0.4572878636182634
-0.3808255112672142,0.04962039908006775,0.451117500265847
-0.3863760492753976,0.03979817940662278,0.462772491559204
-0.3969594179905959,0.0037937597504799727,0.45797338980459507
-0.4046430002851948,-0.009978092079178144,0.46332097527581256
-0.40691502202322666,0.01192567191853744,0.4572878636182634
-0.4208117334667505,-0.013627679889143365,0.4775812380699172
-0.41262796240970967,-0.015584958939182556,0.47045115897915096
-0.4210341864347358,-0.0280236036806406,0.47319347294962116
-0.4241446371346403,-0.01930298312824046,0.4719594630466813
-0.4225604071906025,-0.028594163018852196,0.4655149101422464
-0.40028412918906464,0.02021292276444422,0.4592075043201071
-0.41187288198110833,-0.017431046938755256,0.4675716979263855
-0.39417567228866224,0.007928613436813841,0.4619498182905774
-0.4064573718755342,-0.01351353833433112,0.4600301775887337
-0.41060749070577507,-0.026487260012097155,0.4655149101422464
-0.4101408289650981,-0.016135324146060944,0.4667489200451865
-0.4223839408896396,-0.036283498804003556,0.46592624677655986
-0.4243386034836673,-0.03939371724715693,0.4655149101422464
-0.4288544830634838,-0.04258339979662518,0.4801865095706643
-0.43658955613886663,-0.06321662809198528,0.4803236566529598
-0.42799085553961663,-0.04160344436204983,0.48443712760866525
-0.42500466072570553,-0.05504391253970297,0.49047034387878624
-0.44074362539063094,-0.07450913757664843,0.49047034387878624
-0.43490775392166825,-0.06538902208775084,0.4847114217732555
-0.43214686442637956,-0.06217323552503954,0.47785553223450744
-0.43587091220172247,-0.04634993664747836,0.48155766655589954
-0.44725079903641446,-0.05370408635718495,0.49238998458063005
-0.4547551441788163,-0.08250471958159296,0.4928013212149434
-0.44316166230547716,-0.025835753927770804,0.48800221946033423
-0.43592691769712705,-0.07991080900424777,0.4870423991094122
-0.447398534114022,-0.08261773298693215,0.486768104944822
-0.4366116644905248,-0.07986674776953158,0.48059784620497775
-0.4300549438040371,-0.0675145337938318,0.47785553223450744
-0.42436459782487673,-0.04673340426995607,0.4811463299215863
-0.4346218149472261,-0.06539275648191986,0.49156731131200343
-0.4414007703031513,-0.08521625889862754,0.4881393665426294
